,mean_salary,count
Workflows,18720.0,5
Vulnerability Scanning,18666.666666666668,15
Product Management,18640.41176470588,17
Reporting,18611.032031249997,32
Requirements Elicitation,18590.0,8
FortiManager,18571.428571428572,7
Palo Alto firewalls,18571.428571428572,7
Data Visualization Tools,18555.555555555555,9
SOAP API,18505.20408163265,49
SPAs,18500.0,5
PC software,18500.0,5
GPOs,18487.5,4
Gitlab,18456.25,16
RDS,18450.714285714286,84
Networks,18396.014285714286,14
Solr,18375.0,8
Data Architecture,18351.785714285714,14
Written Communication,18342.36,5
Office Suite,18333.333333333332,3
Network Engineering,18333.333333333332,18
SNOW,18333.333333333332,3
Regulatory Compliance,18333.333333333332,6
Sharepoint,18333.333333333332,9
IP Addressing,18300.0,5
Yarn,18285.714285714286,7
jQuery,18265.702702702703,74
Firewall Configuration,18265.066666666666,3
Network +,18265.066666666666,3
Microsoft Windows,18244.444444444445,36
KSH,18210.0,5
Network design,18200.0,4
MTA,18200.0,3
JAD,18200.0,6
Exchange,18166.593548387096,31
Glue,18161.6,15
Verbal communication,18160.0,5
Vulnerability management,18109.285714285714,14
Network security,18076.923076923078,26
TFS,18061.81818181818,11
Oracle SQL Developer,18040.056249999998,8
Tuning,18040.056249999998,4
Aurora,18021.739130434784,23
Amplitude,18000.0,5
Intrusion Prevention,18000.0,5
Vulnerability Assessment,18000.0,20
Plotly,17999.666666666668,6
Business Systems Analysis,17968.0,5
Shell Scripting,17887.037037037036,27
Client Support,17875.0,4
Network monitoring tools,17812.5,8
Log Analytics,17792.4,10
Modbus,17792.0,5
Wireless Networks,17781.120000000003,5
SQL Server Reporting Services (SSRS),17777.777777777777,9
Email,17690.48888888889,9
Windows Server,17687.451612903227,124
Layer 3,17680.0,5
SharePoint Online,17636.945454545454,11
RF,17580.0,4
Information Assurance,17540.0,5
RADIUS,17500.0,7
Azure Service Bus,17500.0,6
Autopilot,17500.0,4
Business Acumen,17500.0,6
Visualization,17500.0,4
Replication,17500.0,6
IPAM,17478.333333333332,6
Cucumber,17472.222222222223,18
Software Testing,17458.333333333332,12
Switches,17368.654761904763,42
JNCIA,17326.0,9
CrowdStrike,17274.615384615383,13
Agile Methodologies,17269.23076923077,13
Azure Functions,17263.923076923078,26
Shopify,17250.0,9
Consulting,17240.0,10
Requirements Gathering,17209.86842105263,38
Azure Data Lake,17187.5,8
Mainframe,17187.375,8
IPSec,17115.384615384617,13
HP,17083.333333333332,6
Artifactory,17047.619047619046,21
Business analysis,17004.0,10
Cisco Firepower,17000.0,5
Vulnerability assessment,17000.0,10
MS SharePoint,16986.666666666668,3
Microsoft,16942.30769230769,39
CISM,16917.14285714286,49
Business Administration,16875.0,4
Inventory,16875.0,4
Hubspot,16875.0,8
Statistical Analysis,16841.035714285714,28
LAN,16839.0,60
Proxies,16833.333333333332,6
User Acceptance Testing,16766.090909090908,11
AJAX,16717.777777777777,27
Nexus,16690.0,16
JD Edwards,16635.0,4
Confluence,16522.40720720721,111
Virtual Machines,16513.85714285714,7
Financial Reporting,16500.0,5
Microsoft Suite,16500.0,5
Metadata Management,16467.583333333332,6
M365,16458.333333333332,12
GIS,16451.68,15
Systems Design,16428.571428571428,7
Windows Server Administration,16428.571428571428,7
SQS,16286.060606060606,33
Epic,16282.114285714286,14
CloudFront,16272.727272727272,11
Workstations,16250.0,4
Power Platform,16250.0,8
Network Devices,16250.0,4
Amazon RDS,16250.0,8
Process Improvement,16220.920000000002,20
Cabling,16168.333333333334,12
JQuery,16066.666666666666,15
Microsoft Project,16025.901538461538,13
Dropbox,16000.0,5
OIDC,16000.0,10
KPIs,15959.0,5
SDWAN,15919.423913043478,46
Time Management,15892.857142857143,14
Azure AD,15875.0,32
GSEC,15840.0,9
Data Stewardship,15833.333333333334,3
Application Development,15833.333333333334,12
Unit testing,15805.555555555555,18
Switching,15773.782857142854,35
SFTP,15751.058823529413,17
Network Security,15733.870967741936,62
Workday,15691.666666666666,24
Dynatrace,15669.142857142857,28
Microsoft 365,15650.082857142857,84
SolarWinds,15635.0,30
Antivirus software,15625.0,4
Ticketing system,15600.0,3
Presentations,15600.0,6
JPA,15535.714285714286,14
SAS,15526.044444444446,81
Zendesk,15491.09090909091,11
Fortify,15448.888888888889,9
PC hardware,15416.666666666666,6
BitBucket,15416.666666666666,6
Azure PaaS,15388.444444444445,9
Panorama,15381.166666666666,6
Patch Management,15368.421052631578,19
Spring boot,15312.5,16
Verbal Communication,15285.300000000001,6
Office 365,15274.0421686747,83
Microsoft Certified IT Professional,15250.0,4
ArcGIS,15232.0,10
Adobe Analytics,15216.666666666666,6
Windows 11,15200.615384615385,13
Babel,15181.818181818182,11
Root Cause Analysis,15133.333333333334,6
Written communication,15133.333333333334,6
ERP,15119.797297297297,37
ASP.NET Core,15000.0,6
Cloud Migration,14958.333333333334,12
ES6,14950.0,8
Data Migration,14933.3,25
IIS,14932.432432432432,37
IP,14851.818181818182,11
Windows Server 2019,14790.0,5
COBOL,14779.333333333334,12
Microsoft Operating Systems,14736.0,3
PLSQL,14696.42857142857,7
ChatGPT,14687.5,8
Information Systems,14685.95,10
AWS S3,14666.666666666666,15
GLBA,14571.42857142857,7
Nessus,14555.555555555555,9
System Design,14545.454545454546,11
Maximo,14528.800000000001,6
Karma,14500.0,5
Windows 8.1,14444.800000000001,3
Operating Systems,14443.506666666666,30
Stored procedures,14432.044999999998,5
Privacy,14432.044999999998,5
Cisco Firewalls,14411.42857142857,7
Monitoring tools,14375.0,8
Firewall,14345.689999999999,40
Monitoring Tools,14285.714285714286,7
Technical Support,14222.875,12
Command line,14166.666666666666,6
Java J2EE,14166.666666666666,9
IT Support,14157.894736842105,19
MS SQL,14103.448275862069,29
Test Plans,14088.0,5
Cybersecurity,14084.09090909091,88
Technical writing,14040.0,4
OS Patching,14000.0,5
Site Reliability Engineering,14000.0,5
pandas,13950.0,10
Virtual Private Network (VPN),13866.666666666666,3
Laptops,13866.666666666666,3
ASP.Net,13750.0,6
TailwindCSS,13750.0,6
User Stories,13620.681481481482,27
NIST Cybersecurity Framework,13611.111111111111,9
VLANs,13594.411086956523,23
Box,13571.42857142857,7
Database Optimization,13571.42857142857,7
IT support,13556.0,10
CRISC,13550.0,10
Cloud Technologies,13523.076923076924,13
Performance Optimization,13400.0,5
Radius,13387.350714285714,7
Load Balancer,13371.42857142857,7
API development,13371.42857142857,7
Virtual Networks,13367.466666666667,6
Couchbase,13363.636363636364,11
Network Maintenance,13333.333333333334,6
AWS SageMaker,13333.333333333334,9
Oracle RAC,13244.444444444445,9
Customer Service,13217.699428571428,35
Sybase,13214.285714285714,7
Negotiation,13125.0,8
AIX,13108.0,10
REST API,13103.28947368421,76
Azure Dev Ops,13046.666666666666,6
LESS,12987.84,10
Synapse,12987.5,10
Troubleshooting,12941.95806451613,155
Critical Thinking,12924.70588235294,17
MVC,12880.0,25
Analytical Skills,12865.78947368421,19
Microsoft Access,12828.0,10
Dell,12812.5,8
Power Apps,12724.0,20
Analytical skills,12690.0,5
PKI,12686.666666666666,15
WLAN,12678.57142857143,14
ISPF,12578.800000000001,6
Meraki,12534.613000000001,35
Security Management,12500.0,8
CSV,12500.0,5
Security Audits,12500.0,6
Identity Management,12500.0,8
Requirements Analysis,12488.888888888889,18
Microsoft SharePoint,12450.0,9
Net Core,12431.25,8
Continuous Deployment,12418.90909090909,11
Wordpress,12390.857142857143,7
Asana,12350.0,8
Endpoint Protection,12344.444444444445,9
Sass,12187.5,8
Customer service,12170.666666666666,15
Programming,12125.0,20
Information Technology,12111.111111111111,9
Application Support,12100.0,9
SASS,12069.915789473684,19
Use Cases,12049.42857142857,14
ISO 27001,12032.35294117647,34
GAAP,12000.0,5
Data Standards,11875.0,4
DBMS,11875.0,8
Systems Analysis,11825.222222222223,18
ARM Templates,11750.0,10
Requirements Management,11723.636363636364,11
Apple,11700.0,4
LangChain,11666.666666666666,12
Organization,11666.666666666666,6
Postman,11663.896551724138,29
Aruba,11659.529411764706,17
SSMS,11595.949999999999,22
System Testing,11500.0,10
GIAC,11500.0,10
Leadership,11465.155555555555,18
Liquibase,11422.5,13
Sentinel,11402.0,6
Checkpoint,11345.454545454546,11
Attention to Detail,11210.533333333333,6
BPM,11168.340833333334,6
Veeam,11166.666666666666,6
ConnectWise,11136.363636363636,11
Wireframing,11071.42857142857,7
CompTIA Server+,11052.0,4
ArcGIS Pro,11000.0,5
Integration testing,10937.5,8
Groovy,10927.083333333334,24
SCCM,10895.226666666666,30
Adobe Experience Manager,10842.0,8
Oracle EBS,10836.363636363636,11
Copiers,10833.6,4
Collibra,10630.0,8
Windows Servers,10444.444444444445,9
CISA,10409.375,32
Core Java,10334.615384615385,26
Triggers,10308.60357142857,7
Problem solving,10305.454545454546,11
Desktop support,10285.714285714286,7
SpringBoot,10277.777777777777,9
Classification,10227.6,10
Applications,10192.0,5
Oracle Database,10052.5,20
Microsoft Products,10000.0,7
EMR,9888.875,20
IT Service Management,9773.142857142857,7
Azure Databricks,9772.727272727272,11
Enzyme,9646.153846153846,13
Encryption,9556.521739130434,23
NetApp,9485.0,14
AppDynamics,9482.758620689656,29
Authentication,9444.444444444445,9
CICS,9434.1,8
RACF,9434.1,8
IDS/IPS,9246.153846153846,39
Configuration Management,8782.608695652174,23
Service Desk,8714.285714285714,7
RMAN,8514.285714285714,14
Network Troubleshooting,8445.28,20
Azure Monitor,8424.0,13
TOGAF,8351.70588235294,17
Database design,8320.0,15
Database Development,8250.0,8
Responsive Design,8250.0,8
RMF,8192.307692307691,13
FedRAMP,7923.076923076923,13
Fortinet,7579.069767441861,43
SOC2,7572.115384615385,13
Visual Studio,7214.285714285715,35
Network Management,7200.0,13
Change management,7142.857142857143,7
Windows 10 11,7061.538461538462,13
Vite,7031.25,16
CloudTrail,7020.190476190476,21
Problemsolving,7014.233333333334,30
Healthcare,6944.444444444444,18
Cisco CCNA,6878.571428571428,14
Penetration testing,6875.833333333333,15
Cloud Services,6875.0,16
Microsoft Visio,6867.392857142857,28
Telecommunications,6767.058823529412,17
Identity and Access Management,6702.222222222223,9
Flux,6666.666666666667,9
Incident management,6200.0,10
Oracle SQL,6153.846153846154,13
Payroll,6031.818181818182,11
Express.js,6000.0,10
Data Models,5937.5,8
Cisco Switches,5915.384615384615,13
Antivirus,5590.217391304348,23
Teamwork,5295.583333333333,18
* CG,5000.0,1
* Visual Basic,5000.0,1
* XML,5000.0,1
Azure SQL,4761.9047619047615,21
PaaS,4597.037037037037,27
Operating systems,4550.0,12
Printers,4333.4400000000005,10
SNS,4259.259259259259,27
Cisco Routers,4047.3684210526317,19
Computer Hardware,3768.581818181818,11
IaaS,2913.0434782608695,23
